Day,Time (HHMM),DirectSun (W/m2),DiffuseSun (W/m2)
3,602,0,0
3,603,0,0
3,604,0,0
3,605,0,0
3,606,0,0
3,607,0,0
3,608,0,0
3,609,0,0
3,610,0,0
3,611,0,1.12
3,612,0,1.41
3,613,0,1.73
3,614,0,2
3,615,0,2.25
3,616,0,2.54
3,617,0,2.8
3,618,0,3.08
3,619,0,3.43
3,620,0,3.87
3,621,0,4.37
3,622,0,4.91
3,623,0,5.52
3,624,0,6.16
3,625,0,6.88
3,626,0.24,7.67
3,627,0.31,8.49
3,628,0.39,9.4
3,629,0.5,10.34
3,630,0.69,11.34
3,631,1.82,12.39
3,632,9.07,13.38
3,633,25.57,13.84
3,634,41.94,14.85
3,635,51.73,15.93
3,636,58.25,16.94
3,637,65.42,18.05
3,638,73.15,19.21
3,639,81.15,20.39
3,640,89.13,21.56
3,641,97.45,22.68
3,642,106.2,23.77
3,643,115.44,24.87
3,644,124.79,25.88
3,645,134.39,26.9
3,646,143.57,27.93
3,647,152.73,29
3,648,161.22,30.07
3,649,169.51,31.07
3,650,177.6,32.05
3,651,185.78,33.01
3,652,193.96,34
3,653,201.2,35
3,654,209.13,36.01
3,655,217.81,37.03
3,656,226.11,38.06
3,657,233.78,39.07
3,658,241.06,40.07
3,659,249.26,41.08
3,700,257.43,42.11
3,701,264.92,43.19
3,702,272.13,44.23
3,703,280.62,45.24
3,704,287.23,46.35
3,705,292.56,47.47
3,706,299.48,48.67
3,707,305.43,49.86
3,708,312.24,51.1
3,709,318.04,52.26
3,710,324.53,53.29
3,711,331.03,54.25
3,712,337.21,55.23
3,713,343.23,56.2
3,714,348.67,57.18
3,715,355,58.12
3,716,361.2,59.1
3,717,367.2,59.97
3,718,374.45,60.87
3,719,382.5,61.81
3,720,387.73,62.75
3,721,392.96,63.69
3,722,397.45,64.65
3,723,401.17,65.54
3,724,405.23,66.39
3,725,411.48,67.27
3,726,418.51,68.15
3,727,423.02,69.03
3,728,428.37,69.86
3,729,435.15,70.7
3,730,440.74,71.45
3,731,444.26,72.19
3,732,448.16,72.87
3,733,455.31,73.61
3,734,458.76,74.29
3,735,463.86,74.93
3,736,468.47,75.63
3,737,470.87,76.58
3,738,475.28,77.41
3,739,480.51,77.93
3,740,486.96,78.52
3,741,491.15,79.13
3,742,495.64,79.73
3,743,500.73,80.39
3,744,504.79,81.15
3,745,510.72,81.93
3,746,515.09,82.66
3,747,523.95,83.28
3,748,528.57,83.81
3,749,534.33,84.26
3,750,538.75,84.75
3,751,543.61,85.41
3,752,545.26,85.93
3,753,550.92,86.29
3,754,552.83,86.78
3,755,555.6,87.35
3,756,556.98,87.85
3,757,559.1,88.29
3,758,561.56,88.8
3,759,566.13,89.37
3,800,572.25,89.98
3,801,575.35,90.53
3,802,578.04,91
3,803,581.49,91.35
3,804,584.66,91.66
3,805,589.32,92.18
3,806,596.4,92.83
3,807,601.4,93.4
3,808,603.56,93.87
3,809,606.13,94.38
3,810,609.49,94.88
3,811,612.55,95.46
3,812,618.98,96.13
3,813,625.72,96.64
3,814,626.92,96.97
3,815,629.61,97.16
3,816,634.54,97.41
3,817,639.33,97.85
3,818,644.03,98.41
3,819,645.55,98.95
3,820,645.46,99.4
3,821,640.52,99.88
3,822,640.55,100.66
3,823,639.98,101.79
3,824,644.95,103
3,825,649.62,103.95
3,826,649.6,104.7
3,827,651.78,105.33
3,828,655.82,106.19
3,829,655.09,106.95
3,830,653.87,107.18
3,831,656.47,107.23
3,832,658.86,107.35
3,833,659.42,107.64
3,834,662.49,108.31
3,835,664.87,109.06
3,836,667.45,109.9
3,837,668.57,110.61
3,838,670.15,111.18
3,839,675.82,111.54
3,840,680.46,111.79
3,841,684.36,112.04
3,842,685.25,112.12
3,843,688.81,112.54
3,844,690.31,113.05
3,845,694.55,113.33
3,846,696.71,113.58
3,847,701.76,113.79
3,848,703.86,113.82
3,849,706.65,113.99
3,850,712.4,114.24
3,851,713.41,114.31
3,852,717.02,114.6
3,853,722.01,114.5
3,854,723.85,114.44
3,855,725.52,114.74
3,856,723.85,115.01
3,857,726.17,115.3
3,858,729.02,115.38
3,859,731.07,115.48
3,900,734.33,115.51
3,901,737.48,115.83
3,902,741.75,116.01
3,903,744.2,116.25
3,904,748.96,116.18
3,905,754.65,115.87
3,906,761.64,115.35
3,907,768.74,114.8
3,908,775.51,114.17
3,909,775.45,113.59
3,910,771.73,112.98
3,911,775.74,112.4
3,912,778.93,112.27
3,913,780.09,112.64
3,914,781.57,113.06
3,915,783.99,113.45
3,916,783.6,113.74
3,917,779.63,113.8
3,918,787.66,113.75
3,919,793.21,113.68
3,920,795.12,113.32
3,921,797.34,113.27
3,922,804.87,113.17
3,923,804.82,113.23
3,924,808.33,113.22
3,925,811.46,113.46
3,926,813.63,113.71
3,927,810.29,113.9
3,928,812.37,113.97
3,929,808.99,113.91
3,930,808.31,113.94
3,931,814.47,113.81
3,932,822.47,113.75
3,933,828.03,113.53
3,934,831.2,112.95
3,935,831.76,112.21
3,936,832.76,111.75
3,937,835.78,111.53
3,938,837.86,111.83
3,939,839.35,112.11
3,940,843.69,111.84
3,941,849.18,111.16
3,942,853.39,110.56
3,943,856.23,110.04
3,944,860.94,109.42
3,945,867.02,109.13
3,946,869.14,109.27
3,947,867.28,109.69
3,948,866.91,109.73
3,949,863.27,109.76
3,950,859.99,109.93
3,951,851.97,110.03
3,952,849.49,110.09
3,953,849.83,110.09
3,954,850.26,109.8
3,955,855.3,109.69
3,956,848.44,110.13
3,957,850.26,110.81
3,958,853.68,111.28
3,959,853.59,112.18
3,1000,860.25,112.55
3,1001,862.01,112.59
3,1002,865.77,112.14
3,1003,871.07,111.54
3,1004,876.14,110.71
3,1005,878.67,110.08
3,1006,880.7,109.65
3,1007,884.62,109.32
3,1008,885.28,109.35
3,1009,888.45,109.51
3,1010,890.25,109.69
3,1011,891.06,109.89
3,1012,889.65,110.31
3,1013,887.85,110.87
3,1014,887.11,111.79
3,1015,885.18,112.35
3,1016,883.76,112.82
3,1017,885.99,113.11
3,1018,887.28,113.39
3,1019,887.21,114.02
3,1020,884.62,114.49
3,1021,880.53,114.86
3,1022,881.72,115.43
3,1023,886.45,115.81
3,1024,887.31,115.93
3,1025,889.97,116.07
3,1026,887.28,116.16
3,1027,889.04,116.44
3,1028,888.06,116.73
3,1029,888.67,117.39
3,1030,886.16,117.44
3,1031,889.8,117.52
3,1032,890.06,117.9
3,1033,889.56,118.48
3,1034,889.62,118.81
3,1035,887.3,119.2
3,1036,887.68,119.58
3,1037,890.78,119.5
3,1038,888.39,119.51
3,1039,883.29,120.12
3,1040,884.62,120.71
3,1041,880.52,121.39
3,1042,883.29,122.04
3,1043,883.63,122.81
3,1044,885.62,123.3
3,1045,884.15,123.81
3,1046,886.45,123.93
3,1047,890.07,124.21
3,1048,890.41,124.52
3,1049,887.93,124.76
3,1050,885.87,125.29
3,1051,884.69,126.12
3,1052,887.29,125.93
3,1053,886.19,126.09
3,1054,884.66,126.56
3,1055,892.61,127.59
3,1056,888.3,128.25
3,1057,887.12,128.33
3,1058,885.89,128.32
3,1059,881.26,130.29
3,1100,883.13,131.8
3,1101,886.03,132.41
3,1102,884.43,131.63
3,1103,886.53,131.86
3,1104,894.26,135.27
3,1105,894.65,135.16
3,1106,893.51,133.47
3,1107,893.21,132.67
3,1108,894.93,133.17
3,1109,892.68,133.68
3,1110,889.55,132.46
3,1111,891.6,132.75
3,1112,898.09,133.2
3,1113,899.03,133.64
3,1114,895.98,131.22
3,1115,902.08,128.64
3,1116,899.19,127.12
3,1117,895.78,127.22
3,1118,897.29,127.93
3,1119,894.15,128.3
3,1120,891.67,129.08
3,1121,889.14,130.74
3,1122,894.39,130.98
3,1123,893.78,130.68
3,1124,897.79,130.66
3,1125,899.33,132.2
3,1126,897.6,131.66
3,1127,902.83,130.39
3,1128,907.05,128.33
3,1129,913.72,126.15
3,1130,913.61,125.16
3,1131,920.83,127.26
3,1132,927.72,126.98
3,1133,927.18,126.87
3,1134,920.81,133.89
3,1135,915.82,134.87
3,1136,909.8,131.41
3,1137,907.83,129.32
3,1138,909.87,134.88
3,1139,913.75,142.41
3,1140,913.61,152.82
3,1141,912.26,161.61
3,1142,903,153.61
3,1143,900.7,143.87
3,1144,904.01,145.07
3,1145,888.77,147.16
3,1146,888.17,148.31
3,1147,900.64,151.19
3,1148,849.43,167.84
3,1149,383.47,191.42
3,1150,849.01,187.42
3,1151,875.35,166.11
3,1152,888.27,160.9
3,1153,895.88,153.64
3,1154,884.2,143.5
3,1155,875.18,152.48
3,1156,785.66,177.36
3,1157,634.6,198.38
3,1158,895.06,188.79
3,1159,901.68,170.2
3,1200,759.28,185.32
3,1201,869.19,178.07
3,1202,911.32,159.22
3,1203,920.32,156.79
3,1204,920.37,163.34
3,1205,912.54,174.3
3,1206,908.09,174.97
3,1207,917.74,186.87
3,1208,917.41,203.68
3,1209,921.61,208.59
3,1210,915.48,202.4
3,1211,918.88,186.16
3,1212,918.08,170.71
3,1213,919.89,167.68
3,1214,927.69,164.61
3,1215,923.39,168.15
3,1216,912.86,174.24
3,1217,912.05,179.95
3,1218,918.7,180.02
3,1219,923.18,175.2
3,1220,925.44,164.27
3,1221,926.09,150.57
3,1222,926.63,142.51
3,1223,926.64,136.06
3,1224,926.37,133.02
3,1225,928.43,131.4
3,1226,926.3,131.53
3,1227,922.34,133.36
3,1228,917.4,135.42
3,1229,916.31,137.3
3,1230,918.71,138.39
3,1231,920.16,138.55
3,1232,921.18,140.08
3,1233,923.41,143.86
3,1234,928.5,144.67
3,1235,931.57,147.41
3,1236,933.64,144.51
3,1237,932.72,142.66
3,1238,931.33,145.98
3,1239,918.96,156.52
3,1240,933.82,145.71
3,1241,932.43,142.64
3,1242,931.03,142.26
3,1243,932.11,143.94
3,1244,931.26,146.81
3,1245,929.22,146.98
3,1246,924.46,145.26
3,1247,924.3,139.83
3,1248,926.47,135.6
3,1249,930.2,131.9
3,1250,934.57,129.5
3,1251,936.52,127.5
3,1252,936.58,127.13
3,1253,937.84,126.31
3,1254,938.52,125.35
3,1255,938.9,125.68
3,1256,940.3,125.8
3,1257,937.54,125.36
3,1258,932.4,126.21
3,1259,932.98,125.95
3,1300,934.77,124.11
3,1301,933.72,122.65
3,1302,936.15,121.47
3,1303,938.52,121.37
3,1304,940.26,121.19
3,1305,942.28,119.73
3,1306,939.47,120.49
3,1307,940.88,120.57
3,1308,938.59,121.25
3,1309,934.49,121.99
3,1310,932.33,122.51
3,1311,930.84,123.59
3,1312,929.24,122.31
3,1313,928.1,121.07
3,1314,924.39,120.21
3,1315,921.16,120.17
3,1316,917.68,120.76
3,1317,917.38,120.94
3,1318,916.24,120.9
3,1319,914.14,120.93
3,1320,915.2,120.86
3,1321,915.64,119.63
3,1322,921.3,118.58
3,1323,926.39,117.29
3,1324,924.97,116.47
3,1325,927.33,115.95
3,1326,923.04,117.53
3,1327,927.23,116.42
3,1328,928.59,115.14
3,1329,929.41,114.5
3,1330,930.05,114.31
3,1331,929.85,113.78
3,1332,931.54,114.14
3,1333,930.82,114.09
3,1334,926.71,114.15
3,1335,926.48,114.1
3,1336,927.44,113.6
3,1337,927.67,113.35
3,1338,931.08,112.96
3,1339,933.7,112.44
3,1340,935.23,112.24
3,1341,930.17,112.79
3,1342,929.48,112.84
3,1343,928.67,113.08
3,1344,923.93,113.03
3,1345,923.65,113.19
3,1346,922.73,113.38
3,1347,923.15,113.02
3,1348,922.57,113.24
3,1349,922.83,113.43
3,1350,922.51,112.68
3,1351,925.52,112.27
3,1352,927.08,111.76
3,1353,928.41,111.51
3,1354,929.24,111.1
3,1355,926.6,111.02
3,1356,926.32,111.12
3,1357,926.7,111.24
3,1358,922.79,111.33
3,1359,919.57,111.93
3,1400,915.5,113.25
3,1401,913.08,114.03
3,1402,912.64,113.72
3,1403,910.03,114.48
3,1404,910,113.95
3,1405,912.41,113.35
3,1406,913.49,112.65
3,1407,913.13,112.34
3,1408,913.36,111.68
3,1409,912.67,112.63
3,1410,918.93,110.93
3,1411,917.54,110.71
3,1412,917.31,110.68
3,1413,915.87,110.34
3,1414,916.39,110.01
3,1415,912,109.96
3,1416,909.75,109.73
3,1417,910.06,109.43
3,1418,913.86,108.62
3,1419,915.27,107.68
3,1420,920.76,106.97
3,1421,921.49,106.59
3,1422,920.95,106.5
3,1423,920.93,106.45
3,1424,919.25,106.46
3,1425,918.16,106.45
3,1426,915.57,106.33
3,1427,915.63,106.4
3,1428,915.16,106.12
3,1429,913.25,106.14
3,1430,912.72,105.95
3,1431,914.43,105.67
3,1432,909.87,107.41
3,1433,909.72,106.02
3,1434,909.64,106.11
3,1435,910.26,105.9
3,1436,911.69,105.78
3,1437,912.36,105.34
3,1438,910.46,105.1
3,1439,909.07,104.89
3,1440,908.87,104.96
3,1441,907.62,104.8
3,1442,906.47,104.48
3,1443,906.11,104.01
3,1444,907.09,103.64
3,1445,906.21,103.73
3,1446,903.51,103.67
3,1447,903.66,103.48
3,1448,901.67,103.51
3,1449,900.07,103.31
3,1450,900.32,103.31
3,1451,899.12,102.96
3,1452,898.07,103.27
3,1453,898.64,102.86
3,1454,898.42,102.58
3,1455,896.62,102.28
3,1456,895.61,102.1
3,1457,895.67,101.81
3,1458,899.89,101.48
3,1459,899.13,101.06
3,1500,900.74,101.03
3,1501,898.75,100.64
3,1502,899.39,100.13
3,1503,898.1,100.18
3,1504,898.01,100.18
3,1505,901.01,99.74
3,1506,901.69,99.02
3,1507,900.7,98.87
3,1508,899.01,98.93
3,1509,898.43,98.92
3,1510,897.29,99.08
3,1511,894.47,99.38
3,1512,892.64,99.34
3,1513,890.6,99.39
3,1514,889.8,99.14
3,1515,888.71,98.87
3,1516,889.77,98.63
3,1517,888.36,98.5
3,1518,886.85,98.13
3,1519,886.05,97.83
3,1520,887.4,97.35
3,1521,886.93,97.16
3,1522,886.21,96.67
3,1523,884.82,96.65
3,1524,883.03,96.43
3,1525,881.74,95.85
3,1526,881.82,95.69
3,1527,883.61,95.64
3,1528,882.14,95.66
3,1529,883.3,95.48
3,1530,884.5,95.19
3,1531,880.94,94.95
3,1532,878.16,95.09
3,1533,876.87,95.27
3,1534,876.83,94.8
3,1535,876.64,94.73
3,1536,875.2,94.57
3,1537,874.53,94.2
3,1538,873.23,93.79
3,1539,873.31,93.36
3,1540,872.57,93.11
3,1541,870.19,93.04
3,1542,869.59,92.92
3,1543,867.14,93.02
3,1544,867.23,92.82
3,1545,865.92,92.66
3,1546,865.46,92.54
3,1547,864.27,92.5
3,1548,862.33,92.73
3,1549,860.4,92.69
3,1550,858.95,92.68
3,1551,858.69,92.16
3,1552,857.82,91.8
3,1553,858.99,91.55
3,1554,856.26,91.37
3,1555,854.39,91.18
3,1556,853.83,91.02
3,1557,851.17,90.9
3,1558,850.3,91.23
3,1559,848,91.04
3,1600,848.07,90.46
3,1601,848.54,89.8
3,1602,847.02,89.37
3,1603,846.91,88.88
3,1604,846.02,88.65
3,1605,845.4,88.31
3,1606,845.01,88.24
3,1607,844.21,88
3,1608,841.34,87.78
3,1609,840.29,87.44
3,1610,841.2,87.21
3,1611,838.22,87.26
3,1612,832.73,88.5
3,1613,833.74,87.53
3,1614,831.96,87.05
3,1615,829.47,86.75
3,1616,828.95,86.71
3,1617,829.37,86.29
3,1618,826.54,86.26
3,1619,822.53,86.03
3,1620,820.93,85.99
3,1621,812.8,87.68
3,1622,811.05,87.55
3,1623,800.62,86.98
3,1624,809.27,85.81
3,1625,812.17,84.73
3,1626,809.08,84.47
3,1627,807.12,84.27
3,1628,804.9,83.97
3,1629,803.41,83.82
3,1630,801.73,83.61
3,1631,799.09,83.55
3,1632,794.2,83.48
3,1633,793.74,83.23
3,1634,791.46,82.8
3,1635,786.98,82.83
3,1636,783.07,82.65
3,1637,782.23,82.71
3,1638,779.6,82.41
3,1639,776.98,82.18
3,1640,773.43,82.15
3,1641,771.84,82
3,1642,771.03,81.82
3,1643,767.6,81.63
3,1644,764.9,81.18
3,1645,762.67,80.93
3,1646,757.94,80.74
3,1647,756.06,80.42
3,1648,753.83,80.21
3,1649,751.62,80.24
3,1650,748.62,80.33
3,1651,746.72,80.11
3,1652,742.71,79.75
3,1653,739.7,79.43
3,1654,736.71,79.02
3,1655,732.98,78.67
3,1656,729.27,78.45
3,1657,723.93,78.46
3,1658,720.68,78.26
3,1659,717.29,77.88
3,1700,714.64,77.56
3,1701,712.18,77.28
3,1702,708.71,76.77
3,1703,704.73,76.47
3,1704,702.11,76.4
3,1705,697.26,76.08
3,1706,691.65,75.81
3,1707,688.3,75.68
3,1708,683.59,75.17
3,1709,680.51,74.88
3,1710,678.46,74.38
3,1711,673.43,74.14
3,1712,669.91,73.73
3,1713,665.26,73.36
3,1714,659.65,72.96
3,1715,656.96,72.62
3,1716,653.32,72.11
3,1717,648.23,71.88
3,1718,641.81,71.66
3,1719,635.94,71.44
3,1720,631.79,71.06
3,1721,626.83,70.64
3,1722,622.09,70.17
3,1723,619.93,69.7
3,1724,616.82,69.18
3,1725,609.62,68.77
3,1726,603.89,68.27
3,1727,599.91,67.67
3,1728,594.77,67.12
3,1729,591.17,66.74
3,1730,584.85,66.36
3,1731,579.66,65.91
3,1732,574.56,65.38
3,1733,567.44,64.81
3,1734,560.88,64.16
3,1735,555.71,63.67
3,1736,549.96,63.2
3,1737,544.88,62.66
3,1738,538.95,62.13
3,1739,535.63,61.64
3,1740,528.84,61.06
3,1741,524.18,60.53
3,1742,519.32,59.86
3,1743,512.71,59.15
3,1744,506.51,58.4
3,1745,499.35,57.63
3,1746,492.68,56.95
3,1747,485.53,56.25
3,1748,480.55,55.56
3,1749,473.49,54.89
3,1750,469.97,54.11
3,1751,464.46,53.37
3,1752,458.33,52.65
3,1753,449.79,52.02
3,1754,442.46,51.35
3,1755,434.74,50.67
3,1756,427.65,49.93
3,1757,420.74,49.17
3,1758,413.4,48.28
3,1759,407.63,47.45
3,1800,399.79,46.74
3,1801,392.09,45.85
3,1802,384.12,45.02
3,1803,374.66,44.12
3,1804,367.89,43.19
3,1805,358.67,42.23
3,1806,351.5,41.26
3,1807,342.66,40.39
3,1808,335.95,39.53
3,1809,325.39,38.68
3,1810,315.37,37.79
3,1811,305.21,36.78
3,1812,294.72,35.72
3,1813,286.87,34.65
3,1814,280.1,33.53
3,1815,272.61,32.43
3,1816,262.1,31.37
3,1817,249.94,30.39
3,1818,238.77,29.43
3,1819,229.75,28.47
3,1820,220.99,27.46
3,1821,212.96,26.45
3,1822,203.64,25.38
3,1823,198.09,24.32
3,1824,189.78,23.31
3,1825,170.04,22.25
3,1826,108.14,21.19
3,1827,46.22,20.21
3,1828,16.82,19.22
3,1829,4.14,18.17
3,1830,1.47,17.16
3,1831,0.6,16.2
3,1832,0.32,15.2
3,1833,0.14,14.18
3,1834,0,13.1
3,1835,0,12.06
3,1836,0,9.95
3,1837,0,8.94
3,1838,0,7.98
3,1839,0,6.98
3,1840,0,6.04
3,1841,0,5.16
3,1842,0,4.29
3,1843,0,3.5
3,1844,0,2.89
3,1845,0,2.39
3,1846,0,1.97
3,1847,0,1.54
3,1848,0,1.13
3,1849,0,0
3,1850,0,0
3,1851,0,0
3,1852,0,0
3,1853,0,0
3,1854,0,0
3,1855,0,0
3,1856,0,0
3,1857,0,0
3,1858,0,0
3,1859,0,0
3,1900,0,0
3,1901,0,0
3,1902,0,0
3,1903,0,0
3,1904,0,0
3,1905,0,0
3,1906,0,0
3,1907,0,0
3,1908,0,0
3,1909,0,0
3,1910,0,0
3,1911,0,0
3,1912,0,0
3,1913,0,0
3,1914,0,0
3,1915,0,0
3,1916,0,0
3,1917,0,0
3,1918,0,0
3,1919,0,0
3,1920,0,0
3,1921,0,0
3,1922,0,0
3,1923,0,0
3,1924,0,0
3,1925,0,0
3,1926,0,0
3,1927,0,0
3,1928,0,0
3,1929,0,0
3,1930,0,0
3,1931,0,0
3,1932,0,0
3,1933,0,0
3,1934,0,0
3,1935,0,0
3,1936,0,0
3,1937,0,0
3,1938,0,0
3,1939,0,0
3,1940,0,0
3,1941,0,0
3,1942,0,0
3,1943,0,0
3,1944,0,0
3,1945,0,0
3,1946,0,0
3,1947,0,0
3,1948,0,0
3,1949,0,0
3,1950,0,0
3,1951,0,0
3,1952,0,0
3,1953,0,0
3,1954,0,0
3,1955,0,0
3,1956,0,0
3,1957,0,0
3,1958,0,0
3,1959,0,0
3,2000,0,0
3,2001,0,0
3,2002,0,0
3,2003,0,0
3,2004,0,0
3,2005,0,0
3,2006,0,0
3,2007,0,0
3,2008,0,0
3,2009,0,0
3,2010,0,0
3,2011,0,0
3,2012,0,0
3,2013,0,0
3,2014,0,0
3,2015,0,0
3,2016,0,0
3,2017,0,0
3,2018,0,0
3,2019,0,0
3,2020,0,0
3,2021,0,0
3,2022,0,0
3,2023,0,0
3,2024,0,0
3,2025,0,0
3,2026,0,0
3,2027,0,0
3,2028,0,0
3,2029,0,0
3,2030,0,0
3,2031,0,0
3,2032,0,0
3,2033,0,0
3,2034,0,0
3,2035,0,0
3,2036,0,0
3,2037,0,0
3,2038,0,0
3,2039,0,0
3,2040,0,0
3,2041,0,0
3,2042,0,0
3,2043,0,0
3,2044,0,0
3,2045,0,0
3,2046,0,0
3,2047,0,0
3,2048,0,0
3,2049,0,0
3,2050,0,0
3,2051,0,0
3,2052,0,0
3,2053,0,0
3,2054,0,0
3,2055,0,0
3,2056,0,0
3,2057,0,0
3,2058,0,0
3,2059,0,0
3,2100,0,0
3,2101,0,0
3,2102,0,0
3,2103,0,0
3,2104,0,0
3,2105,0,0
3,2106,0,0
3,2107,0,0
3,2108,0,0
3,2109,0,0
3,2110,0,0
3,2111,0,0
3,2112,0,0
3,2113,0,0
3,2114,0,0
3,2115,0,0
3,2116,0,0
3,2117,0,0
3,2118,0,0
3,2119,0,0
3,2120,0,0
3,2121,0,0
3,2122,0,0
3,2123,0,0
3,2124,0,0
3,2125,0,0
3,2126,0,0
3,2127,0,0
3,2128,0,0
3,2129,0,0
3,2130,0,0
3,2131,0,0
3,2132,0,0
3,2133,0,0
3,2134,0,0
3,2135,0,0
3,2136,0,0
3,2137,0,0
3,2138,0,0
3,2139,0,0
3,2140,0,0
3,2141,0,0
3,2142,0,0
3,2143,0,0
3,2144,0,0
3,2145,0,0
3,2146,0,0
3,2147,0,0
3,2148,0,0
3,2149,0,0
3,2150,0,0
3,2151,0,0
3,2152,0,0
3,2153,0,0
3,2154,0,0
3,2155,0,0
3,2156,0,0
3,2157,0,0
3,2158,0,0
3,2159,0,0
3,2200,0,0
3,2201,0,0
3,2202,0,0
3,2203,0,0
3,2204,0,0
3,2205,0,0
3,2206,0,0
3,2207,0,0
3,2208,0,0
3,2209,0,0
3,2210,0,0
3,2211,0,0
3,2212,0,0
3,2213,0,0
3,2214,0,0
3,2215,0,0
3,2216,0,0
3,2217,0,0
3,2218,0,0
3,2219,0,0
3,2220,0,0
3,2221,0,0
3,2222,0,0
3,2223,0,0
3,2224,0,0
3,2225,0,0
3,2226,0,0
3,2227,0,0
3,2228,0,0
3,2229,0,0
3,2230,0,0
3,2231,0,0
3,2232,0,0
3,2233,0,0
3,2234,0,0
3,2235,0,0
3,2236,0,0
3,2237,0,0
3,2238,0,0
3,2239,0,0
3,2240,0,0
3,2241,0,0
3,2242,0,0
3,2243,0,0
3,2244,0,0
3,2245,0,0
3,2246,0,0
3,2247,0,0
3,2248,0,0
3,2249,0,0
3,2250,0,0
3,2251,0,0
3,2252,0,0
3,2253,0,0
3,2254,0,0
3,2255,0,0
3,2256,0,0
3,2257,0,0
3,2258,0,0
3,2259,0,0
3,2300,0,0
3,2301,0,0
3,2302,0,0
3,2303,0,0
3,2304,0,0
3,2305,0,0
3,2306,0,0
3,2307,0,0
3,2308,0,0
3,2309,0,0
3,2310,0,0
3,2311,0,0
3,2312,0,0
3,2313,0,0
3,2314,0,0
3,2315,0,0
3,2316,0,0
3,2317,0,0
3,2318,0,0
3,2319,0,0
3,2320,0,0
3,2321,0,0
3,2322,0,0
3,2323,0,0
3,2324,0,0
3,2325,0,0
3,2326,0,0
3,2327,0,0
3,2328,0,0
3,2329,0,0
3,2330,0,0
3,2331,0,0
3,2332,0,0
3,2333,0,0
3,2334,0,0
3,2335,0,0
3,2336,0,0
3,2337,0,0
3,2338,0,0
3,2339,0,0
3,2340,0,0
3,2341,0,0
3,2342,0,0
3,2343,0,0
3,2344,0,0
3,2345,0,0
3,2346,0,0
3,2347,0,0
3,2348,0,0
3,2349,0,0
3,2350,0,0
3,2351,0,0
3,2352,0,0
3,2353,0,0
3,2354,0,0
3,2355,0,0
3,2356,0,0
3,2357,0,0
3,2358,0,0
3,2359,0,0
4,0,0,0
4,1,0,0
4,2,0,0
4,3,0,0
4,4,0,0
4,5,0,0
4,6,0,0
4,7,0,0
4,8,0,0
4,9,0,0
4,10,0,0
4,11,0,0
4,12,0,0
4,13,0,0
4,14,0,0
4,15,0,0
4,16,0,0
4,17,0,0
4,18,0,0
4,19,0,0
4,20,0,0
4,21,0,0
4,22,0,0
4,23,0,0
4,24,0,0
4,25,0,0
4,26,0,0
4,27,0,0
4,28,0,0
4,29,0,0
4,30,0,0
4,31,0,0
4,32,0,0
4,33,0,0
4,34,0,0
4,35,0,0
4,36,0,0
4,37,0,0
4,38,0,0
4,39,0,0
4,40,0,0
4,41,0,0
4,42,0,0
4,43,0,0
4,44,0,0
4,45,0,0
4,46,0,0
4,47,0,0
4,48,0,0
4,49,0,0
4,50,0,0
4,51,0,0
4,52,0,0
4,53,0,0
4,54,0,0
4,55,0,0
4,56,0,0
4,57,0,0
4,58,0,0
4,59,0,0
4,100,0,0
4,101,0,0
4,102,0,0
4,103,0,0
4,104,0,0
4,105,0,0
4,106,0,0
4,107,0,0
4,108,0,0
4,109,0,0
4,110,0,0
4,111,0,0
4,112,0,0
4,113,0,0
4,114,0,0
4,115,0,0
4,116,0,0
4,117,0,0
4,118,0,0
4,119,0,0
4,120,0,0
4,121,0,0
4,122,0,0
4,123,0,0
4,124,0,0
4,125,0,0
4,126,0,0
4,127,0,0
4,128,0,0
4,129,0,0
4,130,0,0
4,131,0,0
4,132,0,0
4,133,0,0
4,134,0,0
4,135,0,0
4,136,0,0
4,137,0,0
4,138,0,0
4,139,0,0
4,140,0,0
4,141,0,0
4,142,0,0
4,143,0,0
4,144,0,0
4,145,0,0
4,146,0,0
4,147,0,0
4,148,0,0
4,149,0,0
4,150,0,0
4,151,0,0
4,152,0,0
4,153,0,0
4,154,0,0
4,155,0,0
4,156,0,0
4,157,0,0
4,158,0,0
4,159,0,0
4,200,0,0
4,201,0,0
4,202,0,0
4,203,0,0
4,204,0,0
4,205,0,0
4,206,0,0
4,207,0,0
4,208,0,0
4,209,0,0
4,210,0,0
4,211,0,0
4,212,0,0
4,213,0,0
4,214,0,0
4,215,0,0
4,216,0,0
4,217,0,0
4,218,0,0
4,219,0,0
4,220,0,0
4,221,0,0
4,222,0,0
4,223,0,0
4,224,0,0
4,225,0,0
4,226,0,0
4,227,0,0
4,228,0,0
4,229,0,0
4,230,0,0
4,231,0,0
4,232,0,0
4,233,0,0
4,234,0,0
4,235,0,0
4,236,0,0
4,237,0,0
4,238,0,0
4,239,0,0
4,240,0,0
4,241,0,0
4,242,0,0
4,243,0,0
4,244,0,0
4,245,0,0
4,246,0,0
4,247,0,0
4,248,0,0
4,249,0,0
4,250,0,0
4,251,0,0
4,252,0,0
4,253,0,0
4,254,0,0
4,255,0,0
4,256,0,0
4,257,0,0
4,258,0,0
4,259,0,0
4,300,0,0
4,301,0,0
4,302,0,0
4,303,0,0
4,304,0,0
4,305,0,0
4,306,0,0
4,307,0,0
4,308,0,0
4,309,0,0
4,310,0,0
4,311,0,0
4,312,0,0
4,313,0,0
